Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2261,SC120,RL,38.0,4740,2,None,3,Lvl,4.0,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,CBlock,4.0,3,3,6,248.0,0,0.0,918.0,1166.0,GasA,4,Y,SBrkr,1179,0,0,1179,0.0,0.0,2,0,2,1,3.0,5,8.0,0,0,Attchd,1988.0,RFn,2.0,480.0,3,3.0,2,0,108,0,0,135,0,0.0,None,None,0,Oct,2007,WD,Normal,
2262,SC120,RL,35.0,5118,2,None,3,HLS,4.0,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3,3,6,926.0,0,0.0,386.0,1312.0,GasA,4,Y,SBrkr,1321,0,0,1321,0.0,0.0,1,0,1,1,4.0,4,8.0,1,3,Attchd,1990.0,RFn,2.0,484.0,3,3.0,2,0,64,140,0,0,0,0.0,None,None,0,Aug,2007,WD,Normal,
2263,SC60,RL,98.0,12328,2,None,3,Lvl,4.0,Inside,3,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,5.0,3,1,6,986.0,0,0.0,163.0,1149.0,GasA,5,Y,SBrkr,1164,1377,0,2541,0.0,0.0,3,1,4,1,5.0,10,8.0,1,4,BuiltIn,2005.0,Fin,3.0,729.0,3,3.0,2,120,32,0,0,0,0,0.0,None,None,0,Jul,2007,WD,Normal,
2264,SC20,RL,52.0,51974,2,None,3,Lvl,4.0,CulDSac,3,StoneBr,PosN,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,710.0,5,3,PConc,5.0,3,2,6,1101.0,0,0.0,1559.0,2660.0,GasA,5,Y,SBrkr,2338,0,0,2338,0.0,0.0,2,1,4,1,4.0,8,8.0,2,4,Attchd,2005.0,Fin,3.0,1110.0,4,3.0,2,0,135,0,0,322,0,0.0,None,None,0,Jun,2007,New,Partial,
2265,SC190,RL,195.0,41600,2,None,3,Lvl,4.0,FR2,3,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3,3,5,1047.0,0,0.0,53.0,1100.0,GasW,3,Y,SBrkr,1424,0,0,1424,0.0,0.0,1,1,3,1,3.0,7,5.0,0,0,2Types,1969.0,Unf,3.0,828.0,3,3.0,0,144,0,0,0,0,0,0.0,None,None,0,Nov,2007,WD,Normal,
2266,SC120,RL,61.0,8035,2,None,3,HLS,4.0,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,4,3,PConc,5.0,3,3,6,797.0,0,0.0,815.0,1612.0,GasA,5,Y,SBrkr,1612,0,0,1612,0.0,0.0,2,0,2,1,5.0,6,8.0,1,4,Attchd,2006.0,Fin,2.0,556.0,3,3.0,2,0,164,0,0,0,0,0.0,None,None,0,Mar,2007,WD,Normal,
2267,SC20,RL,85.0,14082,2,None,3,HLS,4.0,Inside,3,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,4,3,PConc,5.0,4,3,6,1558.0,0,0.0,662.0,2220.0,GasA,5,Y,SBrkr,2234,0,0,2234,0.0,0.0,1,1,1,1,4.0,7,8.0,1,4,Attchd,2006.0,RFn,2.0,724.0,3,3.0,2,390,80,0,0,0,0,0.0,None,None,0,Jan,2007,WD,Normal,
2268,SC20,RL,81.0,13870,2,None,3,HLS,4.0,Inside,3,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,5,3,PConc,5.0,3,3,6,1152.0,0,0.0,590.0,1742.0,GasA,5,Y,SBrkr,2042,0,0,2042,0.0,0.0,2,0,3,1,5.0,8,8.0,1,4,Attchd,2007.0,Fin,3.0,724.0,3,3.0,2,240,52,0,0,174,0,0.0,None,None,0,Oct,2007,New,Partial,
2269,SC20,RL,,10960,2,None,3,Lvl,4.0,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3,No,6,256.0,0,0.0,1028.0,1284.0,GasA,3,Y,SBrkr,1284,0,0,1284,0.0,0.0,2,0,3,1,3.0,5,8.0,0,0,Attchd,1984.0,Unf,2.0,480.0,3,3.0,2,0,0,192,0,0,0,0.0,None,None,0,Apr,2007,COD,Abnorml,
2270,SC60,RL,78.0,12090,2,None,4,Lvl,4.0,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,4,3,CBlock,4.0,3,No,5,321.0,0,0.0,404.0,725.0,GasA,5,Y,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,4.0,6,8.0,1,3,Attchd,1981.0,RFn,2.0,484.0,3,3.0,2,167,72,0,0,0,0,0.0,None,None,0,Mar,2007,WD,Normal,
2271,SC20,RL,93.0,12299,2,None,4,Lvl,4.0,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,3,3,CBlock,4.0,3,No,6,1328.0,0,0.0,201.0,1529.0,GasA,3,Y,SBrkr,1664,0,0,1664,0.0,0.0,2,0,3,1,4.0,7,8.0,1,3,Attchd,1978.0,Fin,2.0,663.0,3,3.0,2,0,0,0,0,0,0,0.0,None,None,0,Sep,2007,WD,Normal,
2272,SC60,RL,61.0,11339,2,None,3,Lvl,4.0,Inside,3,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,WdShake,HdBoard,Plywood,BrkFace,549.0,3,3,CBlock,4.0,3,No,5,758.0,0,0.0,22.0,780.0,GasA,3,Y,SBrkr,1085,845,0,1930,0.0,0.0,2,1,4,1,4.0,9,8.0,1,3,Attchd,1979.0,Fin,2.0,481.0,3,3.0,2,192,72,0,0,0,0,0.0,None,None,0,Mar,2007,WD,Normal,
2273,SC20,RL,79.0,11850,2,None,4,Lvl,4.0,FR2,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98.0,3,3,CBlock,4.0,3,No,5,781.0,0,0.0,372.0,1153.0,GasA,3,Y,SBrkr,1177,0,0,1177,0.0,0.0,2,0,3,1,4.0,6,8.0,0,0,Attchd,1984.0,Fin,2.0,495.0,3,3.0,2,204,103,0,0,0,0,0.0,MnPrv,None,0,Aug,2007,WD,Normal,
2274,SC20,RL,80.0,10400,2,None,4,Lvl,4.0,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4.0,3,No,6,903.0,0,0.0,356.0,1259.0,GasA,5,Y,SBrkr,1353,0,0,1353,0.0,0.0,2,0,2,1,3.0,5,8.0,1,3,Attchd,1979.0,RFn,2.0,478.0,3,3.0,2,240,141,0,0,0,0,0.0,None,None,0,Aug,2007,WD,Normal,
2275,SC20,RL,128.0,13001,2,None,3,Lvl,4.0,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3.0,3,1,5,492.0,4,121.0,1012.0,1625.0,GasA,3,Y,SBrkr,1220,0,0,1220,0.0,1.0,2,0,2,1,3.0,6,8.0,1,3,Attchd,1971.0,Unf,2.0,944.0,3,3.0,2,0,0,249,0,0,0,0.0,None,None,0,Sep,2007,WD,Normal,
2276,SC80,RL,64.0,8991,2,None,3,Lvl,4.0,CulDSac,3,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130.0,3,3,CBlock,4.0,3,3,6,624.0,3,604.0,0.0,1228.0,GasA,3,Y,SBrkr,1324,0,0,1324,0.0,1.0,2,0,3,1,4.0,5,8.0,1,2,Attchd,1976.0,Fin,2.0,585.0,3,3.0,2,407,36,0,0,0,0,0.0,None,None,0,Feb,2007,WD,Normal,
2277,SC60,RL,80.0,8000,2,None,4,Lvl,4.0,Inside,3,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,No,5,931.0,2,153.0,0.0,1084.0,GasA,3,Y,SBrkr,1084,793,0,1877,1.0,0.0,2,1,4,1,3.0,8,8.0,1,3,Attchd,1974.0,Unf,2.0,488.0,3,3.0,2,0,96,0,0,0,0,0.0,None,None,0,Nov,2007,WD,Normal,
2278,SC20,RL,63.0,9457,2,None,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,No,5,566.0,0,0.0,359.0,925.0,GasA,3,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,3.0,7,6.0,0,0,Detchd,1988.0,Unf,2.0,576.0,3,3.0,2,252,0,0,0,0,0,0.0,GdWo,None,0,Sep,2007,WD,Normal,
2279,SC20,RL,66.0,7920,2,None,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,CBlock,3.0,3,No,5,81.0,6,619.0,214.0,914.0,GasA,5,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,3,1,5.0,5,8.0,0,0,Attchd,1970.0,RFn,1.0,368.0,3,4.0,2,120,0,0,0,0,0,0.0,None,None,0,Oct,2007,WD,Normal,
2280,SC20,RL,,17199,2,None,4,Lvl,4.0,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,3,No,5,314.0,0,0.0,600.0,914.0,GasA,5,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,3.0,4,8.0,0,0,Basment,1961.0,Unf,1.0,270.0,2,3.0,2,140,0,0,0,0,0,0.0,GdWo,None,0,Jul,2007,WD,Normal,
2281,SC120,RH,33.0,4113,2,None,3,Lvl,4.0,Inside,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3,1,1,0.0,0,0.0,1337.0,1337.0,GasA,5,Y,SBrkr,1337,0,0,1337,0.0,0.0,2,0,2,1,4.0,5,8.0,1,3,Attchd,2001.0,Fin,2.0,511.0,3,3.0,2,136,68,0,0,0,0,0.0,None,None,0,Jul,2007,WD,Normal,
2282,SC120,RH,26.0,10943,2,None,2,Lvl,4.0,FR2,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3,No,6,930.0,0,0.0,475.0,1405.0,GasA,5,Y,SBrkr,1337,0,0,1337,0.0,0.0,2,0,2,1,4.0,5,8.0,1,3,Attchd,1997.0,Fin,2.0,522.0,3,3.0,2,0,68,0,0,0,0,0.0,None,None,0,Oct,2007,WD,Normal,
2283,SC160,RM,21.0,2205,2,None,4,Lvl,4.0,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,3,3,CBlock,3.0,3,No,5,312.0,0,0.0,213.0,525.0,GasA,3,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3.0,6,8.0,0,0,Detchd,1973.0,Unf,1.0,264.0,3,3.0,2,144,0,0,0,0,0,0.0,None,None,0,Feb,2007,WD,Normal,
2284,SC160,RM,21.0,2058,2,None,4,Lvl,4.0,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,3,3,CBlock,3.0,3,No,1,0.0,0,0.0,672.0,672.0,GasA,5,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,4,1,5.0,7,8.0,0,0,Detchd,1973.0,Unf,1.0,264.0,3,3.0,2,0,28,0,0,0,0,0.0,None,None,0,Dec,2007,WD,Normal,
2285,SC120,RL,24.0,2304,2,None,4,Lvl,4.0,Inside,3,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4.0,3,No,6,632.0,1,6.0,423.0,1061.0,GasA,3,Y,SBrkr,1055,0,0,1055,0.0,0.0,2,0,2,1,3.0,4,8.0,0,0,Attchd,1978.0,Unf,1.0,319.0,3,3.0,2,108,32,0,0,0,0,0.0,None,None,0,Apr,2007,WD,Normal,
2286,SC20,RL,65.0,7150,2,None,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,CBlock,3.0,3,No,4,725.0,0,0.0,263.0,988.0,GasA,3,Y,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,1974.0,Unf,1.0,360.0,3,3.0,2,0,0,0,0,0,0,0.0,None,None,0,Nov,2007,WD,Normal,
2287,SC20,RL,96.0,12469,2,None,4,Lvl,4.0,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,5,3,PConc,5.0,3,3,6,1151.0,0,0.0,639.0,1790.0,GasA,5,Y,SBrkr,1816,0,0,1816,0.0,0.0,2,0,3,1,5.0,7,8.0,1,4,Attchd,2007.0,Fin,3.0,730.0,3,3.0,2,186,36,0,0,0,0,0.0,None,None,0,Aug,2007,New,Partial,
2288,SC20,RL,91.0,11825,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,4,3,PConc,5.0,3,1,1,0.0,0,0.0,1694.0,1694.0,GasA,5,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4.0,7,8.0,1,4,Attchd,2006.0,RFn,3.0,856.0,3,3.0,2,0,112,0,0,0,0,0.0,None,None,0,Jun,2007,New,Partial,
2289,SC20,RL,110.0,14333,2,None,4,Lvl,4.0,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,3,6,1518.0,0,0.0,590.0,2108.0,GasA,5,Y,SBrkr,2122,0,0,2122,0.0,0.0,2,1,2,1,4.0,7,8.0,1,5,Attchd,2007.0,Fin,3.0,938.0,3,3.0,2,130,142,0,0,0,0,0.0,None,None,0,Nov,2007,New,Partial,
2290,SC60,RL,107.0,13641,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,456.0,5,3,PConc,5.0,3,3,6,1304.0,0,0.0,630.0,1934.0,GasA,5,Y,SBrkr,1943,713,0,2656,0.0,0.0,2,1,3,1,5.0,8,8.0,1,4,Attchd,2007.0,RFn,3.0,1040.0,3,3.0,2,268,58,0,0,0,0,0.0,None,None,0,Dec,2007,New,Partial,
2291,SC60,RL,110.0,13440,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,190.0,4,3,PConc,5.0,3,No,1,0.0,0,0.0,1108.0,1108.0,GasA,5,Y,SBrkr,1148,1402,0,2550,0.0,0.0,2,1,4,1,5.0,11,8.0,1,4,BuiltIn,2006.0,Fin,3.0,670.0,3,3.0,2,120,39,0,0,0,0,0.0,None,None,0,Mar,2007,New,Partial,
2292,SC20,RL,105.0,15431,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,5,3,PConc,5.0,3,3,6,1430.0,0,0.0,564.0,1994.0,GasA,5,Y,SBrkr,2046,0,0,2046,0.0,0.0,2,1,2,1,5.0,7,8.0,2,4,Attchd,2005.0,Fin,3.0,878.0,3,3.0,2,188,65,0,0,175,0,0.0,None,None,0,Aug,2007,WD,Normal,
2293,SC20,RL,107.0,13891,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,5,3,PConc,5.0,3,3,6,1812.0,0,0.0,740.0,2552.0,GasA,5,Y,SBrkr,2552,0,0,2552,0.0,0.0,2,0,3,1,5.0,8,8.0,2,5,Attchd,2007.0,Fin,3.0,932.0,3,3.0,2,130,28,0,0,0,0,0.0,None,None,0,Oct,2007,New,Partial,
2294,SC60,RL,118.0,13654,2,None,3,Lvl,4.0,CulDSac,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,4,3,PConc,5.0,3,3,1,0.0,0,0.0,1704.0,1704.0,GasA,5,Y,SBrkr,1722,1036,0,2758,0.0,0.0,2,1,4,1,5.0,9,8.0,1,5,BuiltIn,2005.0,Fin,3.0,814.0,3,3.0,2,282,55,0,0,0,0,0.0,None,None,0,May,2007,WD,Normal,
2295,SC20,RL,59.0,17169,2,None,2,Lvl,4.0,CulDSac,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,5,3,PConc,5.0,3,2,6,1684.0,0,0.0,636.0,2320.0,GasA,5,Y,SBrkr,2290,0,0,2290,0.0,0.0,2,1,2,1,5.0,7,8.0,1,4,Attchd,2007.0,Fin,3.0,1174.0,3,3.0,2,192,30,0,0,0,0,0.0,None,None,0,Aug,2007,New,Partial,
2296,SC60,RL,134.0,16659,2,None,3,Lvl,4.0,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,No,1,0.0,0,0.0,1582.0,1582.0,GasA,5,Y,SBrkr,1582,570,0,2152,0.0,0.0,2,1,3,1,4.0,7,8.0,1,4,Detchd,2007.0,Unf,2.0,728.0,3,3.0,2,0,368,0,0,0,0,0.0,None,None,0,Jun,2007,New,Partial,
2297,SC60,RL,82.0,9709,2,None,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,5,3,PConc,5.0,3,3,6,778.0,0,0.0,140.0,918.0,GasA,5,Y,SBrkr,958,1142,0,2100,0.0,0.0,2,1,3,1,5.0,8,8.0,2,4,BuiltIn,2007.0,Fin,3.0,786.0,3,3.0,2,172,104,0,0,0,0,0.0,None,None,0,Sep,2007,New,Partial,
2298,SC20,RL,94.0,13615,2,None,3,HLS,4.0,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,5,3,PConc,5.0,3,3,1,0.0,0,0.0,1802.0,1802.0,GasA,5,Y,SBrkr,1802,0,0,1802,0.0,0.0,2,1,3,1,5.0,7,8.0,1,4,Attchd,2006.0,Fin,3.0,843.0,3,3.0,2,158,105,0,0,0,0,0.0,None,None,0,Jun,2007,WD,Normal,
2299,SC60,RL,99.0,13069,2,None,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,4,3,PConc,4.0,3,2,1,0.0,0,0.0,1706.0,1706.0,GasA,5,Y,SBrkr,1718,1238,0,2956,0.0,0.0,2,1,5,1,5.0,11,8.0,1,5,BuiltIn,2004.0,RFn,3.0,916.0,3,3.0,2,194,50,0,0,0,0,0.0,None,None,0,Aug,2007,WD,Normal,
2300,SC60,RL,110.0,14277,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5.0,3,1,6,938.0,0,0.0,379.0,1317.0,GasA,5,Y,SBrkr,1217,1168,0,2385,0.0,0.0,2,1,3,1,4.0,7,8.0,1,4,Attchd,2003.0,Fin,3.0,818.0,3,3.0,2,192,228,0,0,0,0,0.0,None,None,0,Jan,2007,WD,Normal,
2301,SC60,RL,,12568,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,4,3,PConc,5.0,3,2,6,669.0,0,0.0,226.0,895.0,GasA,5,Y,SBrkr,895,923,0,1818,0.0,0.0,2,1,3,1,5.0,8,8.0,1,4,Attchd,2007.0,Fin,3.0,774.0,3,3.0,2,196,104,0,0,0,0,0.0,None,None,0,Aug,2007,New,Partial,
2302,SC20,RL,70.0,9926,2,None,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3,1,6,1178.0,0,0.0,436.0,1614.0,GasA,5,Y,SBrkr,1614,0,0,1614,0.0,0.0,2,0,3,1,4.0,7,8.0,0,0,Attchd,2005.0,RFn,3.0,878.0,3,3.0,2,100,38,0,0,0,0,0.0,None,None,0,May,2007,WD,Normal,
2303,SC20,RL,71.0,9254,2,None,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3,No,6,119.0,0,0.0,1602.0,1721.0,GasA,5,Y,SBrkr,1721,0,0,1721,0.0,0.0,2,0,3,1,4.0,7,8.0,0,0,Attchd,2005.0,RFn,2.0,554.0,3,3.0,2,168,27,0,0,0,0,0.0,None,None,0,Jan,2007,WD,Normal,
2304,SC60,RL,92.0,10732,2,None,3,Lvl,4.0,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,No,1,0.0,0,0.0,1298.0,1298.0,GasA,5,Y,SBrkr,1298,530,0,1828,0.0,0.0,2,1,3,1,4.0,7,8.0,0,0,BuiltIn,2006.0,RFn,3.0,876.0,3,3.0,2,0,40,0,0,0,0,0.0,None,None,0,Feb,2007,New,Partial,
2305,SC120,RL,34.0,3901,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4.0,3,2,5,866.0,0,0.0,436.0,1302.0,GasA,5,Y,SBrkr,1302,0,0,1302,0.0,0.0,1,1,1,1,4.0,5,8.0,1,4,Attchd,2005.0,RFn,2.0,631.0,3,3.0,2,110,50,0,0,0,0,0.0,None,None,0,Aug,2007,New,Partial,
2306,SC120,RL,34.0,3903,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4.0,3,2,5,1030.0,0,0.0,272.0,1302.0,GasA,5,Y,SBrkr,1302,0,0,1302,0.0,0.0,1,1,1,1,4.0,5,8.0,1,4,Attchd,2005.0,RFn,2.0,631.0,3,3.0,2,110,50,0,0,0,0,0.0,None,None,0,May,2007,WD,Normal,
2307,SC120,RL,41.0,6289,2,None,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4.0,3,2,5,762.0,0,0.0,600.0,1362.0,GasA,5,Y,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2005.0,RFn,2.0,460.0,3,3.0,2,192,28,0,0,0,0,0.0,None,None,0,Jun,2007,WD,Normal,
2308,SC120,RL,34.0,4590,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,4.0,4,1,6,24.0,0,0.0,1530.0,1554.0,GasA,5,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2006.0,RFn,2.0,627.0,3,3.0,2,156,73,0,0,0,0,0.0,None,None,0,May,2007,CWD,Normal,
2309,SC120,RL,48.0,7841,2,None,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,5,3,PConc,5.0,3,No,6,848.0,0,0.0,729.0,1577.0,GasA,5,Y,SBrkr,1577,0,0,1577,0.0,0.0,2,0,2,1,5.0,6,8.0,1,4,Attchd,2005.0,RFn,2.0,564.0,3,3.0,2,203,39,0,0,0,0,0.0,None,None,0,May,2007,WD,Normal,
2310,SC120,RL,48.0,6240,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4.0,3,No,6,24.0,0,0.0,1300.0,1324.0,GasA,5,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2006.0,Fin,2.0,550.0,3,3.0,2,0,38,0,0,0,0,0.0,None,None,0,Sep,2007,New,Partial,
2311,SC120,RL,48.0,3242,2,None,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,4,3,PConc,4.0,3,No,6,1000.0,0,0.0,405.0,1405.0,GasA,5,Y,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2003.0,RFn,2.0,478.0,3,3.0,2,136,36,0,0,0,0,0.0,None,None,0,Mar,2007,WD,Normal,
